t,n1,n2,n3,oracle_n1,oracle_n2,oracle_n3,error_norm,oracle_error_norm,r1,r2,r3,u1,u2,u3,z1,z2,z3
0,4.649147039,4.649147039,4.649147039,4.649147039,4.649147039,4.649147039,0.7320508076,0.7320508076,0.5577350269,0.1577350269,0,0.7183946842,0.7183946842,0.7183946842,0.7690598923,0.7690598923,0.7690598923
0.02,4.644941604,4.647173307,4.649139167,4.644941604,4.647173307,4.649139167,0.7284847735,0.7284847735,0.5581555704,0.1579324001,0,0.717275827,0.7178697037,0.7183925908,0.7673777183,0.7682703995,0.7690567435
0.04,4.640778014,4.645197008,4.64911562,4.640778014,4.645197008,4.64911562,0.7249442592,0.7249442592,0.5585719295,0.15813003,0,0.7161670604,0.7173438075,0.7183863291,0.7657122822,0.7674798798,0.7690473248
0.06,4.636655852,4.643218388,4.649076504,4.636655852,4.643218388,4.649076504,0.7214289061,0.7214289061,0.5589841456,0.158327892,0,0.7150683009,0.7168170597,0.7183759272,0.7640634174,0.7666884321,0.7690316785
0.08,4.632574706,4.64123769,4.649021926,4.632574706,4.64123769,4.649021926,0.7179383612,0.7179383612,0.5593922602,0.1585259618,0,0.713979466,0.7162895237,0.7183614131,0.7624309591,0.7658961529,0.7690098471
0.1,4.628534168,4.639255151,4.648951993,4.628534168,4.639255151,4.648951993,0.7144722769,0.7144722769,0.559796314,0.1587242157,0,0.7129004735,0.7157612615,0.7183428154,0.7608147441,0.7651031373,0.7689818738
0.12,4.624533835,4.637271004,4.648866813,4.624533835,4.637271004,4.648866813,0.7110303115,0.7110303115,0.5601963473,0.1589226305,0,0.7118312419,0.7152323341,0.7183201628,0.7592146106,0.7643094782,0.7689478019
0.14,4.620573305,4.635285476,4.648766496,4.620573305,4.635285476,4.648766496,0.7076121287,0.7076121287,0.5605924003,0.1591211832,0,0.7107716901,0.7147028016,0.7182934842,0.7576303988,0.763515267,0.7689076753
0.16,4.616652183,4.633298791,4.648651154,4.616652183,4.633298791,4.648651154,0.7042173974,0.7042173974,0.5609845125,0.1593198517,0,0.7097217379,0.7141727228,0.7182628087,0.7560619501,0.7627205933,0.7688615382
0.18,4.612770078,4.63131117,4.648520896,4.612770078,4.63131117,4.648520896,0.700845792,0.700845792,0.5613727231,0.1595186138,0,0.7086813053,0.7136421554,0.7182281656,0.7545091078,0.7619255449,0.7688094351
