t,n1,n2,n3,oracle_n1,oracle_n2,oracle_n3,error_norm,oracle_error_norm,r1,r2,r3,u1,u2,u3,z1,z2,z3
0,4.649147039,3.803847577,4.649147039,4.649147039,3.803847577,4.649147039,0.7320508076,0.7320508076,0.5577350269,0.2422649731,0,0.7183946842,0.4663271437,0.7183946842,0.7690598923,0.4309401077,0.7690598923
0.02,4.644941604,3.810284715,4.642437358,4.644941604,3.810284715,4.642437358,0.7220350937,0.7220350937,0.5581555704,0.2416212593,0,0.717275827,0.4685071174,0.7166090695,0.7673777183,0.4335149629,0.7663760201
0.04,4.640778014,3.816635597,4.635832088,4.640778014,3.816635597,4.635832088,0.7121587515,0.7121587515,0.5585719295,0.2409861711,0,0.7161670604,0.4706529834,0.7148486047,0.7657122822,0.4360553155,0.763733912
0.06,4.636655852,3.822901301,4.629329713,4.636655852,3.822901301,4.629329713,0.7024198987,0.7024198987,0.5589841456,0.2403596007,0,0.7150683009,0.4727653297,0.7131129954,0.7640634174,0.4385615973,0.761132962
0.08,4.632574706,3.829082895,4.622928739,4.632574706,3.829082895,4.622928739,0.6928166772,0.6928166772,0.5593922602,0.2397414413,0,0.713979466,0.4748447317,0.7114019493,0.7624309591,0.4410342347,0.7585725723
0.1,4.628534168,3.835181431,4.616627692,4.628534168,3.835181431,4.616627692,0.6833472535,0.6833472535,0.559796314,0.2391315877,0,0.7129004735,0.4768917528,0.7097151768,0.7608147441,0.4434736491,0.7560521534
0.12,4.624533835,3.84119795,4.610425117,4.624533835,3.84119795,4.610425117,0.6740098177,0.6740098177,0.5601963473,0.2385299358,0,0.7118312419,0.4789069442,0.7080523906,0.7592146106,0.4458802569,0.7535711237
0.14,4.620573305,3.847133482,4.604319582,4.620573305,3.847133482,4.604319582,0.6648025835,0.6648025835,0.5605924003,0.2379363826,0,0.7107716901,0.4808908461,0.7064133059,0.7576303988,0.4482544694,0.7511289096
0.16,4.616652183,3.852989041,4.598309672,4.616652183,3.852989041,4.598309672,0.6557237879,0.6557237879,0.5609845125,0.2373508267,0,0.7097217379,0.4828439869,0.7047976403,0.7560619501,0.4505966931,0.7487249454
0.18,4.612770078,3.858765632,4.59239399,4.612770078,3.858765632,4.59239399,0.646771691,0.646771691,0.5613727231,0.2367731677,0,0.7086813053,0.4847668846,0.7032051137,0.7545091078,0.4529073294,0.7463586729
0.2,4.608926599,3.864464246,4.586571162,4.608926599,3.864464246,4.586571162,0.6379445755,0.6379445755,0.5617570709,0.2362033062,0,0.7076503131,0.4866600462,0.7016354486,0.7529717165,0.4551867751,0.7440295417
0.22,4.605121364,3.870085863,4.58083983,4.605121364,3.870085863,4.58083983,0.6292407464,0.6292407464,0.5621375944,0.2356411445,0,0.7066286827,0.4885239686,0.7000883696,0.7514496225,0.4574354221,0.7417370089
0.24,4.601353992,3.875631452,4.575198656,4.601353992,3.875631452,4.575198656,0.620658531,0.620658531,0.5625143316,0.2350865856,0,0.7056163357,0.4903591386,0.698563604,0.7499426735,0.4596536576,0.739480539
0.26,4.597624106,3.881101969,4.569646318,4.597624106,3.881101969,4.569646318,0.6121962785,0.6121962785,0.5628873202,0.234539534,0,0.7046131947,0.4921660329,0.6970608813,0.748450719,0.4618418642,0.7372596039
0.28,4.593931332,3.886498358,4.564181515,4.593931332,3.886498358,4.564181515,0.6038523594,0.6038523594,0.5632565976,0.233999895,0,0.7036191826,0.493945119,0.6955799333,0.7469736097,0.4640004199,0.7350736827
0.3,4.590275303,3.891821553,4.558802962,4.590275303,3.891821553,4.558802962,0.5956251658,0.5956251657,0.5636222005,0.2334675755,0,0.7026342228,0.495696855,0.6941204943,0.7455111978,0.466129698,0.7329222617
0.32,4.586655651,3.897072477,4.553509393,4.586655651,3.897072477,4.553509393,0.5875131106,0.5875131106,0.5639841657,0.2329424831,0,0.7016582395,0.4974216898,0.6926823009,0.7440633372,0.4682300676,0.730804834
0.34,4.583072016,3.902252041,4.548299558,4.583072016,3.902252041,4.548299558,0.5795146276,0.5795146276,0.5643425292,0.2324245267,0,0.7006911572,0.4991200636,0.691265092,0.7426298831,0.470301893,0.7287209
0.36,4.579524038,3.907361144,4.543172225,4.579524038,3.907361144,4.543172225,0.5716281712,0.5716281712,0.564697327,0.2319136164,0,0.6997329011,0.5007924079,0.6898686088,0.741210692,0.4723455344,0.7266699667
0.38,4.576011363,3.912400677,4.538126178,4.576011363,3.912400677,4.538126178,0.5638522159,0.5638522159,0.5650485945,0.2314096631,0,0.6987833967,0.5024391457,0.688492595,0.7398056221,0.4743613476,0.7246515481
0.4,4.57253364,3.917371518,4.53316022,4.57253364,3.917371518,4.53316022,0.5561852561,0.5561852561,0.5653963668,0.230912579,0,0.6978425704,0.504060692,0.6871367964,0.738414533,0.4763496839,0.7226651648
0.42,4.569090521,3.922274535,4.528273168,4.569090521,3.922274535,4.528273168,0.5486258062,0.5486258063,0.5657406787,0.2304222773,0,0.6969103488,0.5056574538,0.6858009613,0.7370372853,0.4783108906,0.7207103439
0.44,4.565681662,3.927110585,4.523463856,4.565681662,3.927110585,4.523463856,0.5411724,0.5411724,0.5660815646,0.2299386723,0,0.6959866592,0.50722983,0.6844848401,0.7356737416,0.4802453108,0.7187866192
0.46,4.562306721,3.931880516,4.518731135,4.562306721,3.931880516,4.518731135,0.5338235904,0.5338235904,0.5664190587,0.2294616792,0,0.6950714294,0.5087782124,0.6831881858,0.7343237653,0.4821532833,0.7168935308
0.48,4.558965362,3.936585165,4.514073871,4.558965362,3.936585165,4.514073871,0.5265779494,0.5265779494,0.5667531946,0.2289912143,0,0.6941645877,0.5103029849,0.6819107534,0.7329872215,0.4840351429,0.7150306251
0.5,4.555657249,3.941225359,4.509490946,4.555657249,3.941225359,4.509490946,0.5194340678,0.5194340678,0.5670840059,0.2285271949,0,0.6932660628,0.5118045243,0.6806523002,0.7316639765,0.4858912203,0.713197455
0.52,4.552382053,3.945801914,4.504981257,4.552382053,3.945801914,4.504981257,0.512390555,0.5123905549,0.5674115255,0.2280695394,0,0.6923757842,0.5132832005,0.679412586,0.7303538981,0.4877218425,0.7113935794
0.54,4.549139446,3.950315638,4.500543716,4.549139446,3.950315638,4.500543716,0.5054460384,0.5054460383,0.5677357862,0.227618167,0,0.6914936817,0.5147393764,0.6781913726,0.7290568551,0.489527332,0.7096185632
0.56,4.545929103,3.954767328,4.496177252,4.545929103,3.954767328,4.496177252,0.4985991637,0.4985991637,0.5680568205,0.227172998,0,0.6906196857,0.516173408,0.6769884242,0.727772718,0.4913080079,0.7078719777
0.58,4.542750704,3.959157771,4.491880807,4.542750704,3.959157771,4.491880807,0.4918485944,0.4918485944,0.5683746605,0.2267339537,0,0.689753727,0.5175856449,0.6758035073,0.7265013582,0.4930641852,0.7061533997
0.6,4.53960393,3.963487746,4.487653339,4.53960393,3.963487746,4.487653339,0.4851930115,0.4851930115,0.5686893378,0.2263009562,0,0.6888957371,0.5189764303,0.6746363904,0.7252426486,0.4947961752,0.7044624122
0.62,4.536488467,3.967758021,4.483493817,4.536488467,3.967758021,4.483493818,0.4786311136,0.4786311136,0.5690008841,0.2258739287,0,0.6880456477,0.5203461009,0.6734868446,0.7239964634,0.4965042852,0.7027986038
0.64,4.533404003,3.971969356,4.47940123,4.533404003,3.971969356,4.47940123,0.4721616162,0.4721616162,0.5693093305,0.2254527952,0,0.6872033914,0.5216949875,0.6723546428,0.722762678,0.498188819,0.7011615688
0.66,4.530350231,3.9761225,4.475374577,4.530350231,3.9761225,4.475374577,0.4657832519,0.4657832518,0.5696147078,0.2250374808,0,0.6863689009,0.5230234148,0.6712395605,0.721541169,0.4998500768,0.6995509074
0.68,4.527326843,3.980218195,4.471412871,4.527326843,3.980218195,4.471412871,0.4594947699,0.4594947698,0.5699170465,0.2246279113,0,0.6855421097,0.5243317015,0.6701413752,0.7203318141,0.5014883548,0.697966225
0.7,4.52433354,3.984257173,4.46751514,4.52433354,3.984257173,4.46751514,0.453294936,0.4532949359,0.5702163769,0.2242240135,0,0.6847229517,0.525620161,0.6690598666,0.7191344926,0.503103946,0.6964071327
