t,n1,n2,n3,oracle_n1,oracle_n2,oracle_n3,error_norm,oracle_error_norm,r1,r2,r3,u1,u2,u3,z1,z2,z3
0,12.22649731,2.226497308,12.22649731,12.22649731,2.226497308,12.22649731,11.48912529,11.48912529,0,0.4,0,1,0,1,1.425640646,0,1.425640646
0.02,12.19796552,2.253491499,12.19796552,12.14689598,2.288639767,12.14706506,11.44470895,11.36764709,0,0.3973005809,0,1,0,1,1.427534213,0,1.427534213
0.04,12.16939609,2.280456832,12.16939609,12.06808669,2.349743582,12.06875674,11.40027875,11.24783364,0,0.3946040476,0,1,0,1,1.429405809,0,1.429405809
0.06,12.14078944,2.307393071,12.14078944,11.99006158,2.409823269,11.99155517,11.35583554,11.12966119,0,0.3919104238,0,1,0,1,1.431255309,0,1.431255309
0.08,12.11214602,2.334299978,12.11214602,11.91281282,2.468893161,11.91544343,11.3113802,11.01310633,0,0.389219733,0,1,0,1,1.433082588,0,1.433082588
0.1,12.08346628,2.361177316,12.08346628,11.8363327,2.526967403,11.84040485,11.26691358,10.89814593,0,0.3865319992,0,1,0,1,1.434887524,0,1.434887524
0.12,12.05475067,2.388024845,12.05475067,11.76061358,2.584059962,11.76642299,11.22243656,10.78475719,0,0.3838472463,0,1,0,1,1.436669995,0,1.436669995
0.14,12.02599963,2.414842325,12.02599963,11.68564787,2.640184623,11.69348168,11.17795003,10.67291762,0,0.3811654983,0,1,0,1,1.438429882,0,1.438429882
0.16,11.99721363,2.441629515,11.99721363,11.61142808,2.695354995,11.62156496,11.13345487,10.56260502,0,0.3784867793,0,1,0,1,1.440167066,0,1.440167066
0.18,11.9683931,2.468386171,11.9683931,11.53794679,2.749584513,11.55065712,11.08895197,10.45379749,0,0.3758111138,0,1,0,1,1.441881429,0,1.441881429
0.2,11.93953852,2.495112049,11.93953852,11.46519665,2.802886437,11.48074268,11.04444224,10.34647341,0,0.3731385259,0,1,0,1,1.443572855,0,1.443572855
0.22,11.91065034,2.521806906,11.91065034,11.39317039,2.855273858,11.41180638,10.9999266,10.24061147,0,0.3704690402,0,1,0,1,1.445241229,0,1.445241229
0.24,11.88172903,2.548470495,11.88172903,11.3218608,2.906759698,11.34383319,10.95540594,10.13619063,0,0.3678026813,0,1,0,1,1.446886438,0,1.446886438
0.26,11.85277504,2.575102569,11.85277504,11.25126076,2.957356712,11.2768083,10.91088121,10.03319014,0,0.3651394739,0,1,0,1,1.44850837,0,1.44850837
0.28,11.82378885,2.601702881,11.82378885,11.18136319,3.00707749,11.21071713,10.86635332,9.931589536,0,0.3624794427,0,1,0,1,1.450106914,0,1.450106914
0.3,11.79477092,2.628271181,11.79477092,11.11216112,3.05593446,11.14554531,10.82182322,9.831368612,0,0.3598226127,0,1,0,1,1.45168196,0,1.45168196
0.32,11.76572173,2.654807221,11.76572173,11.04364762,3.10393989,11.08127868,10.77729184,9.732507443,0,0.3571690087,0,1,0,1,1.453233402,0,1.453233402
0.34,11.73664174,2.681310749,11.73664174,10.97581584,3.151105889,11.01790328,10.73276015,9.634986372,0,0.3545186559,0,1,0,1,1.454761132,0,1.454761132
0.36,11.70753144,2.707781513,11.70753144,10.908659,3.197444408,10.95540537,10.68822909,9.538786005,0,0.3518715795,0,1,0,1,1.456265046,0,1.456265046
0.38,11.6783913,2.734210244,11.67840032,10.84217038,3.242967245,10.89377142,10.64370721,9.443887212,0,0.3492287064,0,1,0.004356825081,1,1.45774504,0.003085174532,1.457744585
