t,n1,n2,n3,oracle_n1,oracle_n2,oracle_n3,error_norm,oracle_error_norm,r1,r2,r3,u1,u2,u3,z1,z2,z3
0,66.16396678,69.49957919,69.49957919,66.16396678,69.49957919,69.49957919,10.77111745,10.77111745,3.918807514,4.094548515,3.294548515,0.7383926519,0.7447495594,0.7447495594,10.80596243,11.12725743,11.12725743
0.05,66.07900072,69.40654822,69.41819953,66.07900072,69.40654822,69.41819953,10.62136711,10.62136711,3.925604799,4.101990992,3.301058888,0.7364839438,0.7426628551,0.7429242557,10.771976,11.09004504,11.09470556
0.1,65.99525873,69.31494969,69.33775891,65.99525873,69.31494969,69.33775891,10.47369766,10.47369766,3.932304158,4.109318875,3.307494137,0.7346016551,0.7406072194,0.7411191984,10.73847921,11.05340563,11.06252932
0.15,65.91272241,69.22475992,69.25824993,65.91272241,69.22475992,69.25824993,10.32808002,10.32808002,3.938907064,4.116534056,3.313854856,0.7327454099,0.7385821604,0.7393342429,10.70546468,11.01732972,11.03072572
0.2,65.83137361,69.13595567,69.1796651,65.83137361,69.13595567,69.1796651,10.18448554,10.18448554,3.945414968,4.123638396,3.320141642,0.7309148383,0.7365871948,0.7375692429,10.67292516,10.98180802,10.99929179
0.25,65.75119452,69.04851413,69.1019969,65.75119452,69.04851413,69.1019969,10.042886,10.042886,3.951829295,4.13063372,3.326355098,0.729109576,0.7346218478,0.7358240509,10.64085353,10.9468314,10.96822451
0.3,65.6721676,68.96241288,69.02523774,65.6721676,68.96241288,69.02523774,9.903253559,9.903253559,3.958151448,4.13752182,3.33249583,0.7273292644,0.7326856531,0.7340985176,10.60924276,10.9123909,10.93752085
0.35,65.59427561,68.87762993,68.94938001,65.59427561,68.87762993,68.94938001,9.765560784,9.765560784,3.964382807,4.144304455,3.338564449,0.7255735505,0.7307781523,0.7323924929,10.57808596,10.87847772,10.90717775
0.4,65.51750157,68.79414368,68.87441604,65.51750157,68.79414368,68.87441604,9.629780635,9.629780635,3.97052473,4.150983355,3.344561567,0.7238420867,0.7288988953,0.7307058254,10.54737635,10.84508322,10.87719216
0.45,65.4418288,68.71193292,68.80033812,65.4418288,68.71193292,68.80033812,9.495886458,9.495886458,3.976578553,4.157560217,3.3504878,0.7221345309,0.7270474395,0.7290383626,10.51710724,10.81219892,10.847561
0.5,65.36724086,68.6309768,68.72713853,65.36724086,68.6309768,68.72713853,9.363851978,9.363851978,3.982545588,4.164036706,3.356343767,0.7204505459,0.7252233502,0.7273899512,10.48727206,10.77981647,10.81828116
0.55,65.2937216,68.55125487,68.65480952,65.2937216,68.55125487,68.65480952,9.233651294,9.233651294,3.988427128,4.17041446,3.362130089,0.7187897999,0.7234262003,0.725760437,10.45786436,10.7479277,10.78934956
0.6,65.22125512,68.47274705,68.58334329,65.22125512,68.47274705,68.58334329,9.105258875,9.105258875,3.994224447,4.176695086,3.367847387,0.7171519661,0.7216555697,0.724149665,10.42887777,10.71652457,10.76076307
0.65,65.14982578,68.39543359,68.51273206,65.14982578,68.39543359,68.51273206,8.978649552,8.978649552,3.999938794,4.182880163,3.373496285,0.7155367226,0.7199110459,0.7225574797,10.40030603,10.68559918,10.73251857
0.7,65.07941819,68.31929511,68.44296802,65.07941819,68.31929511,68.44296802,8.853798511,8.853798511,4.005571402,4.188971241,3.379077409,0.7139437524,0.7181922232,0.7209837249,10.37214299,10.65514379,10.70461296
0.75,65.01001719,68.24431257,68.37404334,65.01001719,68.24431257,68.37404334,8.730681292,8.730681292,4.011123481,4.194969844,3.384591383,0.7123727433,0.716498703,0.7194282437,10.34438259,10.62515078,10.67704309
0.8,64.94160788,68.17046729,68.3059502,64.94160788,68.17046729,68.3059502,8.609273781,8.609273781,4.016596226,4.200877467,3.390038834,0.7108233877,0.7148300933,0.7178908793,10.31701887,10.59561266,10.64980583
0.85,64.8741756,68.09774088,68.23868077,64.8741756,68.09774088,68.23868077,8.489552204,8.489552204,4.021990808,4.20669558,3.395420388,0.7092953827,0.7131860091,0.7163714739,10.29004596,10.5665221,10.62289806
0.9,64.80770592,68.0261153,68.17222722,64.80770591,68.0261153,68.17222722,8.371493122,8.371493122,4.027308383,4.212425626,3.400736672,0.7077884298,0.7115660714,0.7148698699,10.26345808,10.53787187,10.59631664
0.95,64.74218461,67.95557283,68.10658172,64.74218461,67.95557283,68.10658172,8.255073429,8.255073429,4.032550087,4.218069024,3.405988313,0.7063022351,0.7099699081,0.7133859092,10.23724956,10.50965488,10.57005844
1,64.67759771,67.88609606,68.04173645,64.67759771,67.88609605,68.04173645,8.140270344,8.140270344,4.03771704,4.223627165,3.411175934,0.7048365089,0.7083971531,0.7119194338,10.2114148,10.48186417,10.54412033
