t,n1,n2,n3,oracle_n1,oracle_n2,oracle_n3,error_norm,oracle_error_norm,r1,r2,r3,u1,u2,u3,z1,z2,z3
0,54.13415463,69.49957919,56.86329206,54.13415463,69.49957919,56.86329206,10.77111745,10.77111745,4.881192486,4.094548515,4.305451485,0.4522552202,0.7447495594,0.4463059017,5.994037572,11.12725743,6.072742575
0.05,54.27096851,69.29324712,57.02512717,54.27096851,69.29324712,57.02512717,10.4788521,10.4788521,4.870247375,4.11105508,4.292504676,0.455755732,0.7401200194,0.4503956396,6.048763123,11.0447246,6.137476619
0.1,54.40450418,69.09315787,57.18245314,54.40450418,69.09315787,57.18245314,10.19490954,10.19490954,4.859564522,4.12706222,4.279918599,0.4591651487,0.73562539,0.4543625181,6.102177388,10.9646889,6.200407006
0.15,54.53484235,68.89912879,57.33540124,54.53484235,68.89912879,57.33540124,9.919051411,9.919051411,4.849137469,4.142584547,4.267682751,0.4624861184,0.731261937,0.4582106893,6.154312657,10.88707726,6.261586246
0.2,54.66206174,68.71098246,57.48409885,54.66206174,68.71098246,57.48409885,9.651046173,9.651046173,4.838959917,4.157636253,4.255786942,0.4657211986,0.7270260291,0.4619441413,6.205200414,10.81181873,6.321065289
0.25,54.78623911,68.5285466,57.62866956,54.78623911,68.5285466,57.62866956,9.390668891,9.390668891,4.829025727,4.172231122,4.244221286,0.4688728605,0.722914135,0.4655667064,6.254871363,10.73884439,6.378893572
0.3,54.90744932,68.35165387,57.7692333,54.90744932,68.35165387,57.7692333,9.137701058,9.137701058,4.819328911,4.18638254,4.232976186,0.471943492,0.7189228196,0.4690820682,6.303355447,10.6680873,6.435119069
0.35,55.02576536,68.18014176,57.90590644,55.02576536,68.18014176,57.90590644,8.891930407,8.891930407,4.809863628,4.200103509,4.222042335,0.4749354019,0.7150487419,0.4724937694,6.350681861,10.59948245,6.489788327
0.4,55.1412584,68.01385243,58.03880191,55.1412584,68.01385243,58.03880191,8.653150733,8.653150733,4.800624184,4.213406655,4.211410697,0.4778508225,0.7112886513,0.4758052178,6.396879078,10.53296672,6.542946515
0.45,55.25399786,67.85263261,58.16802928,55.25399786,67.85263261,58.16802928,8.42116172,8.42116172,4.791605028,4.226304241,4.201072507,0.4806919131,0.7076393856,0.4790196926,6.441974862,10.46847879,6.594637463
0.5,55.36405142,67.69633343,58.29369488,55.36405142,67.69633343,58.29369488,8.195768769,8.195768769,4.782800743,4.238808175,4.19101926,0.4834607629,0.7040978676,0.4821403507,6.485996286,10.40595912,6.6449037
